Sample Name	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Assay Name	Protocol REF	Data Transformation Name
Sample Tasanh-5	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-5SNP Chip Assay	sequence analysis data transformation	Tasanh-5 (Sequence Variations)
Sample Tasanh-6	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-6SNP Chip Assay	sequence analysis data transformation	Tasanh-6 (Sequence Variations)
Sample Tasanh-7	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-7SNP Chip Assay	sequence analysis data transformation	Tasanh-7 (Sequence Variations)
Sample Tasanh-8	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-8SNP Chip Assay	sequence analysis data transformation	Tasanh-8 (Sequence Variations)
Sample Tasanh-9	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-9SNP Chip Assay	sequence analysis data transformation	Tasanh-9 (Sequence Variations)
Sample Tasanh-10	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-10SNP Chip Assay	sequence analysis data transformation	Tasanh-10 (Sequence Variations)
Sample Tasanh-11	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-11SNP Chip Assay	sequence analysis data transformation	Tasanh-11 (Sequence Variations)
Sample Tasanh-12	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-12SNP Chip Assay	sequence analysis data transformation	Tasanh-12 (Sequence Variations)
Sample Tasanh-13	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-13SNP Chip Assay	sequence analysis data transformation	Tasanh-13 (Sequence Variations)
Sample Tasanh-14	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-14SNP Chip Assay	sequence analysis data transformation	Tasanh-14 (Sequence Variations)
Sample Tasanh-15	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-15SNP Chip Assay	sequence analysis data transformation	Tasanh-15 (Sequence Variations)
Sample Tasanh-16	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-16SNP Chip Assay	sequence analysis data transformation	Tasanh-16 (Sequence Variations)
Sample Tasanh-17	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-17SNP Chip Assay	sequence analysis data transformation	Tasanh-17 (Sequence Variations)
Sample Tasanh-18	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-18SNP Chip Assay	sequence analysis data transformation	Tasanh-18 (Sequence Variations)
Sample Tasanh-19	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-19SNP Chip Assay	sequence analysis data transformation	Tasanh-19 (Sequence Variations)
Sample Tasanh-20	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-20SNP Chip Assay	sequence analysis data transformation	Tasanh-20 (Sequence Variations)
Sample Tasanh-21	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-21SNP Chip Assay	sequence analysis data transformation	Tasanh-21 (Sequence Variations)
Sample Tasanh-22	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-22SNP Chip Assay	sequence analysis data transformation	Tasanh-22 (Sequence Variations)
Sample Tasanh-23	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-23SNP Chip Assay	sequence analysis data transformation	Tasanh-23 (Sequence Variations)
Sample Tasanh-24	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-24SNP Chip Assay	sequence analysis data transformation	Tasanh-24 (Sequence Variations)
Sample Tasanh-25	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-25SNP Chip Assay	sequence analysis data transformation	Tasanh-25 (Sequence Variations)
Sample Tasanh-26	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-26SNP Chip Assay	sequence analysis data transformation	Tasanh-26 (Sequence Variations)
Sample Tasanh-27	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-27SNP Chip Assay	sequence analysis data transformation	Tasanh-27 (Sequence Variations)
Sample Tasanh-28	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-28SNP Chip Assay	sequence analysis data transformation	Tasanh-28 (Sequence Variations)
Sample Tasanh-29	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-29SNP Chip Assay	sequence analysis data transformation	Tasanh-29 (Sequence Variations)
Sample Tasanh-30	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-30SNP Chip Assay	sequence analysis data transformation	Tasanh-30 (Sequence Variations)
Sample Tasanh-31	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-31SNP Chip Assay	sequence analysis data transformation	Tasanh-31 (Sequence Variations)
Sample Tasanh-32	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-32SNP Chip Assay	sequence analysis data transformation	Tasanh-32 (Sequence Variations)
Sample Tasanh-33	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-33SNP Chip Assay	sequence analysis data transformation	Tasanh-33 (Sequence Variations)
Sample Tasanh-34	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-34SNP Chip Assay	sequence analysis data transformation	Tasanh-34 (Sequence Variations)
Sample Tasanh-35	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-35SNP Chip Assay	sequence analysis data transformation	Tasanh-35 (Sequence Variations)
Sample Tasanh-36	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-36SNP Chip Assay	sequence analysis data transformation	Tasanh-36 (Sequence Variations)
Sample Tasanh-37	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-37SNP Chip Assay	sequence analysis data transformation	Tasanh-37 (Sequence Variations)
Sample Tasanh-38	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-38SNP Chip Assay	sequence analysis data transformation	Tasanh-38 (Sequence Variations)
Sample Tasanh-39	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-39SNP Chip Assay	sequence analysis data transformation	Tasanh-39 (Sequence Variations)
Sample Tasanh-40	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-40SNP Chip Assay	sequence analysis data transformation	Tasanh-40 (Sequence Variations)
Sample Tasanh-41	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-41SNP Chip Assay	sequence analysis data transformation	Tasanh-41 (Sequence Variations)
Sample Tasanh-42	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-42SNP Chip Assay	sequence analysis data transformation	Tasanh-42 (Sequence Variations)
Sample Tasanh-43	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-43SNP Chip Assay	sequence analysis data transformation	Tasanh-43 (Sequence Variations)
Sample Tasanh-44	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-44SNP Chip Assay	sequence analysis data transformation	Tasanh-44 (Sequence Variations)
Sample Tasanh-45	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-45SNP Chip Assay	sequence analysis data transformation	Tasanh-45 (Sequence Variations)
Sample Tasanh-46	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-46SNP Chip Assay	sequence analysis data transformation	Tasanh-46 (Sequence Variations)
Sample Tasanh-47	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-47SNP Chip Assay	sequence analysis data transformation	Tasanh-47 (Sequence Variations)
Sample Tasanh-48	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-48SNP Chip Assay	sequence analysis data transformation	Tasanh-48 (Sequence Variations)
Sample Tasanh-49	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-49SNP Chip Assay	sequence analysis data transformation	Tasanh-49 (Sequence Variations)
Sample Tasanh-50	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-50SNP Chip Assay	sequence analysis data transformation	Tasanh-50 (Sequence Variations)
Sample Tasanh-51	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-51SNP Chip Assay	sequence analysis data transformation	Tasanh-51 (Sequence Variations)
Sample Tasanh-52	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-52SNP Chip Assay	sequence analysis data transformation	Tasanh-52 (Sequence Variations)
Sample Tasanh-53	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-53SNP Chip Assay	sequence analysis data transformation	Tasanh-53 (Sequence Variations)
Sample Tasanh-54	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-54SNP Chip Assay	sequence analysis data transformation	Tasanh-54 (Sequence Variations)
Sample Tasanh-55	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-55SNP Chip Assay	sequence analysis data transformation	Tasanh-55 (Sequence Variations)
Sample Tasanh-56	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-56SNP Chip Assay	sequence analysis data transformation	Tasanh-56 (Sequence Variations)
Sample Tasanh-57	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-57SNP Chip Assay	sequence analysis data transformation	Tasanh-57 (Sequence Variations)
Sample Tasanh-58	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-58SNP Chip Assay	sequence analysis data transformation	Tasanh-58 (Sequence Variations)
Sample Tasanh-59	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-59SNP Chip Assay	sequence analysis data transformation	Tasanh-59 (Sequence Variations)
Sample Tasanh-60	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-60SNP Chip Assay	sequence analysis data transformation	Tasanh-60 (Sequence Variations)
Sample Tasanh-61	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-61SNP Chip Assay	sequence analysis data transformation	Tasanh-61 (Sequence Variations)
Sample Tasanh-62	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-62SNP Chip Assay	sequence analysis data transformation	Tasanh-62 (Sequence Variations)
Sample Tasanh-63	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-63SNP Chip Assay	sequence analysis data transformation	Tasanh-63 (Sequence Variations)
Sample Tasanh-64	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-64SNP Chip Assay	sequence analysis data transformation	Tasanh-64 (Sequence Variations)
Sample Tasanh-65	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-65SNP Chip Assay	sequence analysis data transformation	Tasanh-65 (Sequence Variations)
Sample Tasanh-66	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-66SNP Chip Assay	sequence analysis data transformation	Tasanh-66 (Sequence Variations)
Sample Tasanh-67	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-67SNP Chip Assay	sequence analysis data transformation	Tasanh-67 (Sequence Variations)
Sample Tasanh-68	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-68SNP Chip Assay	sequence analysis data transformation	Tasanh-68 (Sequence Variations)
Sample Tasanh-69	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-69SNP Chip Assay	sequence analysis data transformation	Tasanh-69 (Sequence Variations)
Sample Tasanh-70	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-70SNP Chip Assay	sequence analysis data transformation	Tasanh-70 (Sequence Variations)
Sample Tasanh-71	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-71SNP Chip Assay	sequence analysis data transformation	Tasanh-71 (Sequence Variations)
Sample Tasanh-72	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-72SNP Chip Assay	sequence analysis data transformation	Tasanh-72 (Sequence Variations)
Sample Tasanh-73	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-73SNP Chip Assay	sequence analysis data transformation	Tasanh-73 (Sequence Variations)
Sample Tasanh-74	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-74SNP Chip Assay	sequence analysis data transformation	Tasanh-74 (Sequence Variations)
Sample Tasanh-75	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-75SNP Chip Assay	sequence analysis data transformation	Tasanh-75 (Sequence Variations)
Sample Tasanh-76	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-76SNP Chip Assay	sequence analysis data transformation	Tasanh-76 (Sequence Variations)
Sample Tasanh-77	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-77SNP Chip Assay	sequence analysis data transformation	Tasanh-77 (Sequence Variations)
Sample Tasanh-78	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-78SNP Chip Assay	sequence analysis data transformation	Tasanh-78 (Sequence Variations)
Sample Tasanh-79	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-79SNP Chip Assay	sequence analysis data transformation	Tasanh-79 (Sequence Variations)
Sample Tasanh-80	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-80SNP Chip Assay	sequence analysis data transformation	Tasanh-80 (Sequence Variations)
Sample Tasanh-81	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-81SNP Chip Assay	sequence analysis data transformation	Tasanh-81 (Sequence Variations)
Sample Tasanh-82	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-82SNP Chip Assay	sequence analysis data transformation	Tasanh-82 (Sequence Variations)
Sample Tasanh-83	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-83SNP Chip Assay	sequence analysis data transformation	Tasanh-83 (Sequence Variations)
Sample Tasanh-84	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-84SNP Chip Assay	sequence analysis data transformation	Tasanh-84 (Sequence Variations)
Sample Tasanh-85	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-85SNP Chip Assay	sequence analysis data transformation	Tasanh-85 (Sequence Variations)
Sample Tasanh-86	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-86SNP Chip Assay	sequence analysis data transformation	Tasanh-86 (Sequence Variations)
Sample Tasanh-87	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-87SNP Chip Assay	sequence analysis data transformation	Tasanh-87 (Sequence Variations)
Sample Tasanh-88	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-88SNP Chip Assay	sequence analysis data transformation	Tasanh-88 (Sequence Variations)
Sample Tasanh-89	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-89SNP Chip Assay	sequence analysis data transformation	Tasanh-89 (Sequence Variations)
Sample Tasanh-90	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-90SNP Chip Assay	sequence analysis data transformation	Tasanh-90 (Sequence Variations)
Sample Tasanh-91	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-91SNP Chip Assay	sequence analysis data transformation	Tasanh-91 (Sequence Variations)
Sample Tasanh-92	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-92SNP Chip Assay	sequence analysis data transformation	Tasanh-92 (Sequence Variations)
Sample Tasanh-93	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-93SNP Chip Assay	sequence analysis data transformation	Tasanh-93 (Sequence Variations)
Sample Tasanh-94	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-94SNP Chip Assay	sequence analysis data transformation	Tasanh-94 (Sequence Variations)
Sample Tasanh-95	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-95SNP Chip Assay	sequence analysis data transformation	Tasanh-95 (Sequence Variations)
Sample Tasanh-96	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-96SNP Chip Assay	sequence analysis data transformation	Tasanh-96 (Sequence Variations)
Sample Tasanh-97	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-97SNP Chip Assay	sequence analysis data transformation	Tasanh-97 (Sequence Variations)
Sample Tasanh-98	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-98SNP Chip Assay	sequence analysis data transformation	Tasanh-98 (Sequence Variations)
Sample Tasanh-99	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-99SNP Chip Assay	sequence analysis data transformation	Tasanh-99 (Sequence Variations)
Sample Tasanh-100	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-100SNP Chip Assay	sequence analysis data transformation	Tasanh-100 (Sequence Variations)
Sample Tasanh-101	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-101SNP Chip Assay	sequence analysis data transformation	Tasanh-101 (Sequence Variations)
Sample Tasanh-102	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-102SNP Chip Assay	sequence analysis data transformation	Tasanh-102 (Sequence Variations)
Sample Tasanh-103	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-103SNP Chip Assay	sequence analysis data transformation	Tasanh-103 (Sequence Variations)
Sample Tasanh-104	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-104SNP Chip Assay	sequence analysis data transformation	Tasanh-104 (Sequence Variations)
Sample Tasanh-105	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-105SNP Chip Assay	sequence analysis data transformation	Tasanh-105 (Sequence Variations)
Sample Tasanh-106	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-106SNP Chip Assay	sequence analysis data transformation	Tasanh-106 (Sequence Variations)
Sample Tasanh-107	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-107SNP Chip Assay	sequence analysis data transformation	Tasanh-107 (Sequence Variations)
Sample Tasanh-108	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-108SNP Chip Assay	sequence analysis data transformation	Tasanh-108 (Sequence Variations)
Sample Tasanh-109	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-109SNP Chip Assay	sequence analysis data transformation	Tasanh-109 (Sequence Variations)
Sample Tasanh-110	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-110SNP Chip Assay	sequence analysis data transformation	Tasanh-110 (Sequence Variations)
Sample Tasanh-111	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-111SNP Chip Assay	sequence analysis data transformation	Tasanh-111 (Sequence Variations)
Sample Tasanh-112	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-112SNP Chip Assay	sequence analysis data transformation	Tasanh-112 (Sequence Variations)
Sample Tasanh-113	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-113SNP Chip Assay	sequence analysis data transformation	Tasanh-113 (Sequence Variations)
Sample Tasanh-114	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-114SNP Chip Assay	sequence analysis data transformation	Tasanh-114 (Sequence Variations)
Sample Tasanh-115	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-115SNP Chip Assay	sequence analysis data transformation	Tasanh-115 (Sequence Variations)
Sample Tasanh-116	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-116SNP Chip Assay	sequence analysis data transformation	Tasanh-116 (Sequence Variations)
Sample Tasanh-117	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-117SNP Chip Assay	sequence analysis data transformation	Tasanh-117 (Sequence Variations)
Sample Tasanh-118	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-118SNP Chip Assay	sequence analysis data transformation	Tasanh-118 (Sequence Variations)
Sample Tasanh-119	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-119SNP Chip Assay	sequence analysis data transformation	Tasanh-119 (Sequence Variations)
Sample Tasanh-120	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-120SNP Chip Assay	sequence analysis data transformation	Tasanh-120 (Sequence Variations)
Sample Tasanh-121	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-121SNP Chip Assay	sequence analysis data transformation	Tasanh-121 (Sequence Variations)
Sample Tasanh-122	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-122SNP Chip Assay	sequence analysis data transformation	Tasanh-122 (Sequence Variations)
Sample Tasanh-123	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-123SNP Chip Assay	sequence analysis data transformation	Tasanh-123 (Sequence Variations)
Sample Tasanh-124	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-124SNP Chip Assay	sequence analysis data transformation	Tasanh-124 (Sequence Variations)
Sample Tasanh-125	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-125SNP Chip Assay	sequence analysis data transformation	Tasanh-125 (Sequence Variations)
Sample Tasanh-126	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-126SNP Chip Assay	sequence analysis data transformation	Tasanh-126 (Sequence Variations)
Sample Tasanh-127	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-127SNP Chip Assay	sequence analysis data transformation	Tasanh-127 (Sequence Variations)
Sample Tasanh-128	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-128SNP Chip Assay	sequence analysis data transformation	Tasanh-128 (Sequence Variations)
Sample Tasanh-129	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-129SNP Chip Assay	sequence analysis data transformation	Tasanh-129 (Sequence Variations)
Sample Tasanh-130	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-130SNP Chip Assay	sequence analysis data transformation	Tasanh-130 (Sequence Variations)
Sample Tasanh-131	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-131SNP Chip Assay	sequence analysis data transformation	Tasanh-131 (Sequence Variations)
Sample Tasanh-132	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-132SNP Chip Assay	sequence analysis data transformation	Tasanh-132 (Sequence Variations)
Sample Tasanh-133	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-133SNP Chip Assay	sequence analysis data transformation	Tasanh-133 (Sequence Variations)
Sample Tasanh-134	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-134SNP Chip Assay	sequence analysis data transformation	Tasanh-134 (Sequence Variations)
Sample Tasanh-135	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-135SNP Chip Assay	sequence analysis data transformation	Tasanh-135 (Sequence Variations)
Sample Tasanh-136	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-136SNP Chip Assay	sequence analysis data transformation	Tasanh-136 (Sequence Variations)
Sample Tasanh-137	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-137SNP Chip Assay	sequence analysis data transformation	Tasanh-137 (Sequence Variations)
Sample Tasanh-138	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-138SNP Chip Assay	sequence analysis data transformation	Tasanh-138 (Sequence Variations)
Sample Tasanh-139	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-139SNP Chip Assay	sequence analysis data transformation	Tasanh-139 (Sequence Variations)
Sample Tasanh-140	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-140SNP Chip Assay	sequence analysis data transformation	Tasanh-140 (Sequence Variations)
Sample Tasanh-141	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-141SNP Chip Assay	sequence analysis data transformation	Tasanh-141 (Sequence Variations)
Sample Tasanh-142	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Tasanh-142SNP Chip Assay	sequence analysis data transformation	Tasanh-142 (Sequence Variations)
Sample Wang Pha-1	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-1SNP Chip Assay	sequence analysis data transformation	Wang Pha-1 (Sequence Variations)
Sample Wang Pha-2	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-2SNP Chip Assay	sequence analysis data transformation	Wang Pha-2 (Sequence Variations)
Sample Wang Pha-3	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-3SNP Chip Assay	sequence analysis data transformation	Wang Pha-3 (Sequence Variations)
Sample Wang Pha-4	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-4SNP Chip Assay	sequence analysis data transformation	Wang Pha-4 (Sequence Variations)
Sample Wang Pha-5	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-5SNP Chip Assay	sequence analysis data transformation	Wang Pha-5 (Sequence Variations)
Sample Wang Pha-6	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-6SNP Chip Assay	sequence analysis data transformation	Wang Pha-6 (Sequence Variations)
Sample Wang Pha-7	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-7SNP Chip Assay	sequence analysis data transformation	Wang Pha-7 (Sequence Variations)
Sample Wang Pha-8	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-8SNP Chip Assay	sequence analysis data transformation	Wang Pha-8 (Sequence Variations)
Sample Wang Pha-9	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-9SNP Chip Assay	sequence analysis data transformation	Wang Pha-9 (Sequence Variations)
Sample Wang Pha-10	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-10SNP Chip Assay	sequence analysis data transformation	Wang Pha-10 (Sequence Variations)
Sample Wang Pha-11	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-11SNP Chip Assay	sequence analysis data transformation	Wang Pha-11 (Sequence Variations)
Sample Wang Pha-12	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-12SNP Chip Assay	sequence analysis data transformation	Wang Pha-12 (Sequence Variations)
Sample Wang Pha-13	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-13SNP Chip Assay	sequence analysis data transformation	Wang Pha-13 (Sequence Variations)
Sample Wang Pha-14	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-14SNP Chip Assay	sequence analysis data transformation	Wang Pha-14 (Sequence Variations)
Sample Wang Pha-15	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-15SNP Chip Assay	sequence analysis data transformation	Wang Pha-15 (Sequence Variations)
Sample Wang Pha-16	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-16SNP Chip Assay	sequence analysis data transformation	Wang Pha-16 (Sequence Variations)
Sample Wang Pha-17	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-17SNP Chip Assay	sequence analysis data transformation	Wang Pha-17 (Sequence Variations)
Sample Wang Pha-18	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-18SNP Chip Assay	sequence analysis data transformation	Wang Pha-18 (Sequence Variations)
Sample Wang Pha-19	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-19SNP Chip Assay	sequence analysis data transformation	Wang Pha-19 (Sequence Variations)
Sample Wang Pha-20	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-20SNP Chip Assay	sequence analysis data transformation	Wang Pha-20 (Sequence Variations)
Sample Wang Pha-21	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-21SNP Chip Assay	sequence analysis data transformation	Wang Pha-21 (Sequence Variations)
Sample Wang Pha-22	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-22SNP Chip Assay	sequence analysis data transformation	Wang Pha-22 (Sequence Variations)
Sample Wang Pha-23	DNA extraction	labeling	nucleic acid hybridization	data collection	Sample Wang Pha-23SNP Chip Assay	sequence analysis data transformation	Wang Pha-23 (Sequence Variations)
